ID,movie_name,year,Timing(min),Rating(10),Votes,Genre,Language
tt1244864,surkhiyaan (the headlines),1985.0,134 min,5.4,16,"Action, Crime, Drama            ",hindi
tt6664356,agar aur jee latay,2000.0,-,-,-,Drama            ,urdu
tt0333153,bheeman,1982.0,-,-,-,Drama            ,malayalam
tt11278746,ghost encounters,2000.0,-,-,-,Reality-TV            ,urdu
tt0234493,ponnapuram kotta,1973.0,-,6.0,10,Fantasy            ,malayalam
tt3063288,awara ladki,1975.0,-,-,-,Drama            ,hindi
tt9460548,rangada hudugaru,2018.0,-,-,-,Comedy            ,kannada
tt7120548,tycoons,2016.0,98 min,-,-,"Action, Crime            ",hindi
tt12794586,mundre ko comedy club,2000.0,45 min,-,-,Talk-Show            ,nepali
tt0290213,hum hain bemisaal,1994.0,145 min,4.8,578,"Action, Crime, Drama            ",bengali
tt12651528,chand ki pariyan,2019.0,-,-,-,Drama            ,urdu
tt12338648,mehandi laga ke rakhna 3,2020.0,161 min,8.5,55,Drama            ,bhojpuri
tt0232807,tikhat mirchi ghata varchi,1979.0,-,-,-,-,marathi
tt3702078,chhote nawab bade nawab,1998.0,-,-,-,Comedy            ,hindi
tt1620955,saltanat,1960.0,-,-,-,Drama            ,urdu
tt0262695,police venkataswamy,1983.0,-,8.3,33,-,telugu
tt14021774,neeli neeli aakasam,2021.0,45 min,-,-,Romance            ,telugu
tt2677136,krantipath,1999.0,154 min,-,-,Action            ,hindi
tt0262671,paalu neelu,1980.0,-,8.0,29,-,telugu
tt6321136,homecoming,2000.0,123 min,-,-,"Drama, Musical            ",hindi
tt7713758,o god ganesha,2015.0,-,-,-,Animation            ,hindi
tt0028217,sant tukaram,1937.0,131 min,6.7,226,Biography            ,marathi
tt0271963,ananthasayanam,1972.0,-,-,-,-,malayalam
tt1620949,raat ke rahi,1960.0,-,-,-,Musical            ,urdu
tt13194652,meen raag,2020.0,30 min,-,-,"Documentary, Short, Musical            ",rajastani
tt2344672,kadal,2013.0,165 min,5.4,"1,456","Crime, Drama            ",tamil
tt1539491,bale pandiya,2010.0,137 min,5.7,72,Comedy            ,tamil
tt1435465,bandham,1985.0,148 min,6.2,9,-,tamil
-,moh,2000.0,-,-,-,Thriller            ,hindi
tt5011056,priyojon,1996.0,153 min,7.9,42,"Comedy, Drama, Family            ",bengali
tt6533286,dhrubotara,2006.0,-,-,-,"Drama, War            ",bengali
tt0267278,ashray,1983.0,-,-,-,Drama            ,hindi
tt7245252,thalli prema,1968.0,-,-,-,-,telugu
tt8254512,michael,2000.0,120 min,4.5,10,Comedy            ,bengali
tt4002166,ek raaz mere dil mein hai,2003.0,113 min,-,-,Mystery            ,hindi
tt7884788,love in a taxi,2019.0,-,-,-,"Crime, Thriller            ",hindi
-,anamika,2000.0,-,-,-,Drama            ,kannada
tt9623736,ainaa jhyal ko putali,2020.0,96 min,-,-,Drama            ,nepali
tt0235650,ore thooval pakshikal,1988.0,-,-,-,-,malayalam
tt3746250,sherpa,2015.0,96 min,7.6,"3,510",Documentary            ,nepali
tt0254764,seetha rama kalyanam,1961.0,182 min,7.7,82,"Drama, Musical            ",telugu
tt13781994,kadhal seiya virumbu,2005.0,130 min,-,-,Drama            ,tamil
tt8546164,kravyam,2018.0,14 min,8.4,7,"Short, Thriller            ",malayalam
tt2747828,pyara sangam,1994.0,-,-,-,Romance            ,hindi
tt11433936,sumo,2020.0,-,8.2,17,Drama            ,tamil
-,adventures of sundarbans,2021.0,-,-,-,"Family, Thriller            ",bengali
tt0271579,jeevana ganga,1988.0,-,-,-,"Comedy, Crime, Drama            ",telugu
tt1575686,subhaseessulu,2001.0,150 min,-,-,Drama            ,telugu
tt0357283,silent waters,2003.0,99 min,7.6,"1,090",Drama            ,urdu
-,tera yaar hoon main,2000.0,-,-,-,-,hindi
tt0254167,balina guri,1979.0,-,-,-,-,kannada
tt1949864,main abdul qadir hoon,2000.0,-,8.7,245,Drama            ,oriya
tt10212512,bedaad,2018.0,116 min,-,-,"Crime, Thriller            ",hindi
tt7392180,ti ani itar,2017.0,102 min,7.4,37,Drama            ,marathi
tt6776240,rettai vaalu,2014.0,-,-,-,-,tamil
tt1992257,toss: a flip of destiny,2009.0,-,6.3,10,"Crime, Drama, Thriller            ",hindi
tt1435606,uyir,2006.0,-,4.2,28,Drama            ,tamil
tt0256187,maula jat te nuri nath,1981.0,-,-,-,-,punjabi
tt0269676,oru swakaryam,1983.0,-,-,-,-,malayalam
tt13237758,hich khari daulat,1980.0,-,-,-,Family            ,marathi
tt2310126,domingo à tarde,2012.0,63 min,-,-,Documentary            ,urdu
tt0349122,bahurani,1989.0,-,6.4,77,"Comedy, Drama, Family            ",hindi
tt9781326,the salesman (assamese),2018.0,21 min,8.6,9,"Short, Crime            ",assamese
tt0263392,gopaludu bhoopaludu,1967.0,170 min,-,-,-,telugu
tt13433336,mero khusi,2000.0,-,-,-,"Short, Romance            ",nepali
tt0251155,jeevitha nouka,1951.0,170 min,6.3,6,Drama            ,malayalam
tt0322903,kadambari,2001.0,-,-,-,-,malayalam
tt0391555,zameen ke tare,1960.0,-,5.9,10,"Drama, Family            ",hindi
tt14078926,ghat,2017.0,90 min,-,-,Drama            ,marathi
tt1006817,aaplee maanse,1992.0,-,6.9,11,Drama            ,marathi
tt0262255,bahudoorapu batasari,1983.0,-,6.6,5,-,telugu
-,oru thuli velicham,2000.0,-,-,-,Documentary            ,malayalam
tt0269064,chalis baba ek chor,1953.0,-,-,-,"Comedy, Drama, Family            ",hindi
tt1797486,sat sri akal,2008.0,136 min,5.5,16,"Drama, Family, Romance            ",punjabi
tt0358066,ram milai jodi,1986.0,-,-,-,-,hindi
tt2222716,baat bann gayi,2013.0,108 min,5.1,68,"Comedy, Romance            ",hindi
tt0155489,ameeree,1945.0,-,-,-,-,hindi
tt5953810,darshan,1967.0,-,-,-,Romance            ,urdu
tt0260108,jeevana tarangalu,1973.0,-,6.9,10,Drama            ,telugu
tt0246713,jahan pyar miley,1969.0,138 min,6.3,26,"Drama, Family            ",hindi
tt7282394,song of songs,2017.0,15 min,-,-,"Short, Drama, Romance            ",malayalam
tt0363658,hafta bandh,1991.0,-,4.3,18,Action            ,hindi
tt0928121,athanokkade,2005.0,147 min,6.8,143,"Action, Drama            ",telugu
tt0250398,gandasa,1991.0,-,5.7,6,Action            ,punjabi
tt0290237,maa nannaki pelli,1997.0,133 min,6.5,28,"Drama, Romance            ",telugu
tt11209982,curfew order,1978.0,-,-,-,Action            ,punjabi
-,thulasi,2000.0,11 min,-,-,"Short, Comedy            ",malayalam
tt4773870,naag pooja,1971.0,-,-,-,Fantasy            ,hindi
tt9789440,ninnu veedani needanu nene,2019.0,123 min,5.9,345,Comedy            ,telugu
tt8543242,abhimani mon,2009.0,-,-,-,"Musical, Romance            ",assamese
tt5725976,roobha,2018.0,91 min,7.6,47,Drama            ,tamil
tt3687610,lalach,1960.0,-,-,-,Action            ,hindi
tt0332265,nattuchakkeruttu,1980.0,-,-,-,-,malayalam
tt10443432,izteraab,2000.0,-,-,-,-,urdu
tt10175610,azaar,2019.0,21 min,6.0,9,"Short, Drama            ",urdu
-,louis araman,2021.0,-,-,-,Comedy            ,malayalam
tt10112154,bau na vichaar,2019.0,151 min,8.3,38,"Comedy, Drama            ",gujarati
tt12509372,demons of the inner universe,2020.0,90 min,-,-,"Sci-Fi, Thriller            ",hindi
tt13906630,mallikarjuna,2011.0,-,-,-,Drama            ,kannada
tt14268558,ganyer meye sovona,2010.0,-,-,-,Drama            ,bengali
tt0315754,air hostess,1980.0,141 min,5.2,5,-,malayalam
tt4887312,meri zindagi ek agneepath,2005.0,-,3.8,13,Action            ,hindi
tt5720306,uljhan,1967.0,-,-,-,Drama            ,urdu
tt12279780,sabaat,2000.0,-,8.2,71,Drama            ,urdu
tt0241597,jeevan sangram,1936.0,-,-,-,-,hindi
tt6765202,manu needhi,2000.0,145 min,3.9,10,-,tamil
tt5295718,sadharon meye,1970.0,126 min,-,-,"Drama, Family, Romance            ",bengali
-,tohre khatir ek rahashya,2000.0,112 min,-,-,Drama            ,bhojpuri
-,modern mahabharatha,2000.0,121 min,-,-,Drama            ,kannada
tt7601422,vellivelichathil,2014.0,-,-,-,Drama            ,malayalam
tt3513116,aaya jawani jhoom ke,1994.0,-,-,-,Thriller            ,hindi
tt2073038,na jaane kabse,2011.0,132 min,5.4,9,Romance            ,hindi
tt11478250,relor alir dubori bon,1993.0,-,-,-,Drama            ,assamese
tt0292239,sobharaj,1986.0,-,6.6,50,"Action, Thriller            ",malayalam
tt7765900,rangreza,2017.0,145 min,5.2,219,"Music, Romance            ",urdu
tt0260791,chandirani,2000.0,164 min,-,-,"Drama, Musical            ",telugu
tt0372152,aulad,1954.0,139 min,-,-,"Drama, Family            ",hindi
tt13469342,mgr sivaji rajini kamal,2015.0,-,-,-,-,tamil
tt10505508,tere bina,2000.0,-,-,-,"Drama, Romance            ",urdu
tt0325959,pasidi manasulu,1970.0,-,-,-,-,telugu
tt1607568,lava kusa: the warrior twins,2010.0,120 min,6.5,31,Animation            ,tamil
tt0165991,toofan,1975.0,138 min,5.7,34,"Action, Adventure            ",hindi
-,kun faya kun,2021.0,-,-,-,"Drama, Thriller            ",hindi
tt7683198,karkhana,2016.0,120 min,6.1,8,Drama            ,nepali
tt0274941,taxi car,1972.0,-,5.8,9,-,malayalam
tt14090900,undu hoda kondu hoda,1992.0,136 min,-,-,-,kannada
tt2158747,sheikh chilli,1956.0,112 min,5.4,9,"Action, Adventure, Comedy            ",hindi
-,shear,2000.0,20 min,-,-,"Short, Drama            ",urdu
tt0483786,ram aur shyam,1996.0,-,4.4,16,"Action, Crime, Drama            ",hindi
tt8653486,balak gadadhar,1969.0,-,-,-,Drama            ,bengali
tt0269297,gunsundari no ghar sansar,1972.0,-,7.7,6,-,gujarati
tt6105380,muqaddar: you will never outrun destiny,2016.0,80 min,-,-,Action            ,hindi
tt0371774,keralida simha,1981.0,164 min,8.5,23,Musical            ,kannada
tt2958838,khazane ke lootere,1986.0,-,-,-,Action            ,hindi
tt0256429,teen sardar,1965.0,125 min,6.3,10,"Action, Adventure, Drama            ",hindi
tt0156071,shola jo bhadke,1961.0,-,-,-,"Action, Comedy            ",hindi
tt0231260,bharati mata,1932.0,-,6.1,12,-,hindi
tt13199556,lahore confidential,2021.0,68 min,2.8,486,"Crime, Drama, Thriller            ",hindi
tt0482826,roti,1968.0,-,-,-,-,punjabi
tt0261970,satya harishchandra,1984.0,-,-,-,-,telugu
tt14165706,nuvvu nenu okkatite,2021.0,118 min,-,-,Romance            ,telugu
tt5569034,matritwa,2005.0,121 min,8.2,6,Drama            ,bengali
tt0214812,jar jey priyo,1989.0,-,-,-,Drama            ,bengali
tt10940334,prati roju pandaage,2019.0,146 min,6.2,833,"Drama, Family            ",telugu
tt1416733,kasturi nivasa,1970.0,152 min,8.4,298,Drama            ,kannada
tt5363038,rajanigandha,1982.0,145 min,6.0,10,"Drama, Family            ",bengali
tt12916314,karthikeyanum kaanamal pona kadhaliyum,2018.0,117 min,-,-,Drama            ,tamil
tt1435463,avanthan manithan,1975.0,-,7.2,13,Drama            ,tamil
tt0216072,pati patni,1939.0,-,-,-,-,hindi
tt4147572,polytechnic,2014.0,139 min,4.2,91,"Comedy, Drama            ",malayalam
tt0108329,thiruda thiruda,1993.0,140 min,7.2,"1,214","Action, Crime, Drama            ",tamil
-,hathapayi enter the mma,2000.0,115 min,-,-,"Action, Comedy            ",hindi
tt0158860,pratishodh,1981.0,121 min,6.5,18,Drama            ,bengali
tt0156282,amar saigal,1955.0,-,-,-,-,hindi
tt2186943,mambattiyan,2011.0,155 min,4.3,56,"Action, Crime, Drama            ",tamil
tt14177006,sooha joda,2007.0,-,-,-,Family            ,punjabi
tt3698328,teri dilli meri dili,2014.0,73 min,7.0,10,Drama            ,hindi
tt0154563,hanste zakhm,1973.0,-,7.2,76,"Drama, Romance            ",hindi
tt0239524,khazana,1995.0,-,5.6,7,Drama            ,urdu
tt0213867,maya bazaar,2000.0,-,-,-,Fantasy            ,hindi
tt0086100,phaniyamma,1983.0,118 min,7.3,23,-,kannada
tt0383617,sant gyaneshwar,1982.0,129 min,6.5,10,"Biography, History            ",hindi
tt3815946,kahani saali jeeja ki,2001.0,-,-,-,Thriller            ,hindi
tt12593934,anaya tumhari hui,2015.0,-,-,-,Drama            ,urdu
tt0405856,damaad,1978.0,110 min,6.9,51,Comedy            ,hindi
tt0278522,jodi no. 1,2001.0,140 min,5.8,"2,268","Comedy, Romance            ",hindi
tt0356861,manacha pan,1949.0,-,-,-,-,marathi
-,red signal (the age of youth),2000.0,-,-,-,Comedy            ,hindi
-,grama (kannada) ramapuram (telugu),2000.0,-,-,-,Horror            ,telugu
tt2357211,mirza: the untold story,2012.0,167 min,4.6,286,"Action, Comedy, Crime            ",punjabi
tt0326001,prabhatha sandhya,1979.0,-,-,-,-,malayalam
tt4984096,main hoon aflatoon,1987.0,-,4.2,5,Action            ,hindi
-,ticket,2021.0,90 min,-,-,"Comedy, Thriller            ",tamil
tt6246778,rehmat ali,2010.0,127 min,4.9,11,Action            ,bengali
tt0389178,mounto,1975.0,114 min,4.8,5,"Action, Crime            ",hindi
tt1102293,oruvan,2006.0,111 min,6.0,29,"Crime, Thriller            ",malayalam
tt14311154,shokan mele di,1975.0,-,-,-,-,punjabi
tt0215073,postatil mulgi,1954.0,-,-,-,-,marathi
tt1156148,karzzzz,2008.0,142 min,2.1,"1,212","Action, Drama, Musical            ",hindi
tt0262608,maya bazaar,1995.0,125 min,4.7,44,"Drama, Action, Romance            ",telugu
tt3153286,nakhare,1951.0,-,-,-,Romance            ,hindi
tt2048920,untouchable love,2011.0,90 min,-,-,Documentary            ,nepali
tt2769474,miss chalbaaz,1961.0,-,-,-,Thriller            ,hindi
-,na kolikke ranga,2000.0,-,-,-,Drama            ,kannada
tt0267700,maha prithibi,1981.0,-,-,-,Drama            ,bengali
tt3378266,thagaraaru,2013.0,128 min,5.1,70,Action            ,tamil
tt13667268,nee naan nila,2007.0,140 min,-,-,Drama            ,tamil
tt0255627,swastham grihabaranam,1999.0,-,3.1,19,"Comedy, Drama            ",malayalam
tt3717832,phool bani phoolan,1999.0,-,-,-,Action            ,hindi
-,naragasooran,2021.0,-,-,-,Thriller            ,tamil
tt5268380,megher onek rong,1976.0,109 min,8.3,33,"History, War            ",bengali
tt0318496,nindu hridayalu,1969.0,188 min,6.6,5,Drama            ,telugu
tt1865418,kabzaa,1995.0,94 min,-,-,Action            ,punjabi
tt0305836,mogha mull,1994.0,137 min,6.9,16,Drama            ,tamil
tt11167266,muthassikkoru muthu,2019.0,102 min,-,-,Drama            ,malayalam
tt2470148,kajri,2013.0,84 min,5.8,45,Drama            ,hindi
tt3552320,dying candle,2016.0,126 min,8.9,29,"Drama, Family            ",nepali
tt0258988,street musicians of bombay,1994.0,59 min,7.4,37,"Documentary, Music            ",urdu
tt14018816,gaali,2013.0,-,-,-,Drama            ,kannada
tt0364326,en kelvikku enna bathil,1978.0,112 min,5.2,18,Drama            ,tamil
tt6117534,vanyam,2016.0,93 min,6.9,43,"Crime, Drama            ",malayalam
tt3619772,hate story 2,2014.0,130 min,4.4,"2,065","Drama, Thriller            ",hindi
tt11354288,rupam s 20+,2019.0,-,-,-,Drama            ,telugu
tt0378825,swapna,1942.0,-,-,-,-,hindi
tt13337224,aarodengilum mindande,2020.0,25 min,-,-,"Documentary, Short            ",malayalam
tt7207156,sameer,2017.0,129 min,5.4,217,Drama            ,hindi
tt3949070,yeh raat honeymoon ki,2002.0,-,-,-,Thriller            ,hindi
tt14350480,faraib,1997.0,-,-,-,-,urdu
tt0486495,toba tek singh,2005.0,17 min,6.7,47,"Short, Drama, History            ",urdu
tt0064915,saat hindustani,1969.0,144 min,6.5,198,"Action, Adventure, Drama            ",oriya
tt13729896,nirdoshi,2010.0,-,-,-,Drama            ,kannada
tt0347722,paappi devataa,1995.0,-,4.5,52,"Action, Drama            ",hindi
-,kadamaiyai sei,2021.0,-,-,-,Drama            ,tamil
tt8852690,ranjha refugee,2018.0,123 min,5.5,42,Drama            ,punjabi
tt5159072,tak misti jiban,2002.0,-,-,-,Romance            ,bengali
tt11242638,bhagya na jane koi,2017.0,122 min,-,-,Drama            ,bhojpuri
tt0387587,shashi punhu,1932.0,-,-,-,-,hindi
tt0231469,do badan,1966.0,-,7.4,91,"Family, Romance            ",hindi
-,kaanekkaane,2000.0,-,-,-,Drama            ,malayalam
-,15 gate,2000.0,-,-,-,Comedy            ,nepali
tt0314834,veera thaalaattu,1998.0,-,3.1,8,-,tamil
tt0243414,mera ghar mere bachche,1960.0,-,-,-,"Drama, Family            ",hindi
tt14317494,sarfarosh,1989.0,-,-,-,-,punjabi
tt13690016,naayaka,2010.0,-,-,-,Drama            ,kannada
tt5791930,credo,2014.0,15 min,-,-,"Short, Drama            ",malayalam
tt0375648,chand saudagar,1934.0,-,-,-,Drama            ,bengali
tt7971992,devil (maupassant's le diable),2019.0,79 min,5.0,17,Drama            ,hindi
tt7026588,kundanapu bomma,2016.0,121 min,5.3,7,Drama            ,telugu
tt10147970,moodu manthiram,1989.0,126 min,-,-,Drama            ,tamil
tt8714456,dorikithe dongalu,1965.0,114 min,-,-,Drama            ,telugu
tt0360149,veruthe oru pinakkom,1984.0,-,-,-,Musical            ,malayalam
tt0212978,guest house,1959.0,-,6.3,7,Mystery            ,hindi
tt3037086,abdullah's story,2009.0,10 min,-,-,"Animation, Short            ",urdu
tt3592248,bhalo theko,2003.0,119 min,6.2,42,Family            ,bengali
tt8816902,raghuram,2008.0,78 min,-,-,Drama            ,telugu
tt7126230,bultir result,2020.0,116 min,8.2,8,Comedy            ,bengali
-,aakhri dum tak,2000.0,153 min,-,-,Drama            ,bhojpuri
tt13332784,mara sona england,2000.0,63 min,-,-,Drama            ,urdu
tt0318587,ponvilangu,1993.0,135 min,6.1,7,-,tamil
-,story hai pan khari hai,2000.0,-,-,-,-,marathi
tt9823562,khatre da ghuggu,2020.0,118 min,5.6,13,Comedy            ,punjabi
tt4936336,jodi,2007.0,-,-,-,"Action, Thriller            ",hindi
tt5922636,teenage,2000.0,-,-,-,Family            ,kannada
tt2644822,yaari zindabad,1976.0,-,-,-,Action            ,hindi
tt11835456,agnidahan,2017.0,118 min,-,-,Drama            ,nepali
tt0248230,netru indru nalai,1974.0,-,6.6,25,-,tamil
tt10735202,helen,2000.0,117 min,7.7,"2,432","Drama, Thriller            ",malayalam
tt1594435,arpan,1987.0,-,-,-,Drama            ,bengali
tt2391688,walker,2000.0,32 min,7.8,11,"Short, Drama            ",nepali
tt0449228,dosti: friends forever,2005.0,136 min,5.5,"2,438","Drama, Romance            ",hindi
tt14211178,rangi,1974.0,-,-,-,-,punjabi
tt11906264,adrashya,2020.0,-,-,-,-,hindi
tt0448225,kochi rajavu,2005.0,105 min,6.0,395,"Action, Comedy, Crime            ",malayalam
-,mohan das,2000.0,-,-,-,Drama            ,tamil
tt0321354,baba ramdev,1963.0,-,8.8,16,-,rajastani
tt5439560,priyanka,2016.0,135 min,6.5,20,"Drama, Thriller            ",kannada
tt3681442,mundasupatti,2014.0,148 min,7.6,"1,231","Comedy, Drama, Romance            ",tamil
tt10148034,needhi devan,1971.0,-,-,-,Drama            ,tamil
tt2215287,magarasi,1967.0,-,5.8,5,-,tamil
tt0363408,aaj ki taaqat,1992.0,-,-,-,-,hindi
tt0095010,dharamyudh,1988.0,-,5.8,22,"Drama, Mystery, Thriller            ",hindi
-,y,2000.0,-,-,-,Horror            ,hindi
tt0175782,jahan mile dharti akash,1968.0,-,-,-,Drama            ,hindi
tt14230176,ansoo,1971.0,-,-,-,-,urdu
tt0106986,gardish,1993.0,153 min,7.4,797,"Action, Crime, Drama            ",hindi
tt8851796,state rowdy,2007.0,124 min,-,-,Drama            ,telugu
tt2156899,naa ishtam,2012.0,-,3.5,130,Drama            ,telugu
tt11610234,alia,2000.0,-,-,-,"Short, Drama            ",urdu
tt0373806,duniya na mane,1959.0,-,5.2,13,"Drama, Family, Romance            ",hindi
tt0255050,chhoti bahen,1959.0,155 min,6.6,35,Drama            ,hindi
tt3684978,gift,2000.0,-,8.5,13,"Short, Drama            ",malayalam
tt2784664,raaj dulara,1987.0,-,-,-,Comedy            ,hindi
tt0333851,magavari mayalu,1960.0,-,-,-,"Comedy, Drama            ",telugu
-,bulbul,2000.0,109 min,-,-,Drama            ,nepali
tt2072167,mayakkam enna,2011.0,145 min,7.6,"3,253","Drama, Romance            ",tamil
tt7830890,suraj bhi tamashai,1980.0,-,-,-,Romance            ,urdu
tt0156275,alibaba,1937.0,133 min,-,-,"Comedy, Fantasy            ",bengali
tt3290452,kiss: keep it simple stupid,2013.0,139 min,6.7,25,"Comedy, Romance            ",telugu
tt3673380,lut gayi laila,1991.0,-,-,-,Thriller            ,hindi
tt3522462,pyasi dulhan,1990.0,-,-,-,Thriller            ,hindi
tt12614118,tohse bhail pyaar,2009.0,123 min,-,-,Drama            ,bhojpuri
tt12917956,umeed,2020.0,-,-,-,Mystery            ,hindi
tt0238370,lakshmi,1978.0,-,-,-,-,marathi
tt4681132,panhala,2015.0,104 min,-,-,"Drama, Family, History            ",marathi
tt0318519,oru kunju janikkunnu,1982.0,-,-,-,-,malayalam
tt8680096,vellipomakey,2017.0,106 min,6.8,33,Romance            ,telugu
tt13972696,mitha mitha laganat,2002.0,-,-,-,"Drama, Romance            ",assamese
tt7541084,breakup,2018.0,-,-,-,Romance            ,hindi
tt6936224,madhu malati,1999.0,145 min,4.0,6,"Action, Drama, Romance            ",bengali
tt2937534,kishtee,1991.0,-,-,-,Drama            ,hindi
tt3460806,saraasa b.a.,1965.0,-,-,-,-,tamil
tt5101976,mrittika maya,2013.0,138 min,7.8,62,"Drama, Family            ",bengali
tt13978682,jaihind,2012.0,147 min,-,-,Drama            ,kannada
tt0100441,pyar ka devta,1990.0,148 min,3.9,109,"Action, Comedy, Drama            ",hindi
tt5684262,ore mukham,2016.0,111 min,5.9,414,"Crime, Mystery, Thriller            ",malayalam
tt5298910,jalam,2016.0,104 min,6.5,27,Drama            ,malayalam
tt9615024,nungambakkam,2020.0,98 min,6.2,60,Crime            ,tamil
tt1985981,desi boyz,2011.0,122 min,5.7,"13,066","Comedy, Drama            ",hindi
tt0155095,ranga bou,1937.0,-,-,-,Drama            ,bengali
tt0352617,nara naayattu,1988.0,-,-,-,-,malayalam
tt0156873,parthal pasi theerum,1962.0,159 min,7.4,57,"Drama, War            ",telugu
tt0437310,maa santoshi maa,2003.0,-,9.1,45,Drama            ,hindi
tt12753446,hridayamithu madbaha,2000.0,-,-,-,"Short, Musical            ",malayalam
tt0315915,grahan,1972.0,121 min,-,-,Drama            ,hindi
tt2693674,danga fasaad,1990.0,-,-,-,Action            ,hindi
tt3358534,thiruvilaiyaadal aarambam,2006.0,155 min,6.3,436,"Action, Drama, Romance            ",tamil
tt5280308,downup the exit 796,2018.0,102 min,8.2,37,Thriller            ,hindi
tt0317844,kodumudikal,1981.0,-,-,-,-,malayalam
tt7763956,sabrang,2017.0,54 min,6.4,7,Drama            ,hindi
tt8698214,bhale police,1998.0,108 min,-,-,Drama            ,telugu
tt7612990,aaj ki biwi,1991.0,-,-,-,Drama            ,hindi
tt0357715,grihalakshmi,1959.0,-,-,-,-,hindi
tt12826890,evar karavathu,2020.0,107 min,-,-,Drama            ,tamil
tt5246840,ganga jamuna saraswati,2011.0,-,3.8,5,Action            ,bhojpuri
tt3413572,pennai solli kuttramillai,1977.0,-,-,-,-,tamil
tt3174052,mr 420,2012.0,-,4.9,27,Comedy            ,kannada
-,the regression - how much can you recall?,2000.0,90 min,-,-,"Mystery, Thriller            ",hindi
tt13175076,karaali,2017.0,119 min,-,-,Drama            ,kannada
tt4765670,astik,1956.0,-,-,-,Drama            ,hindi
tt1364255,makkala bhagya,1976.0,172 min,-,-,-,kannada
tt0271592,katha ithu vare,1985.0,131 min,6.8,20,"Drama, Romance            ",malayalam
tt1828355,without shepherds,2013.0,89 min,7.7,66,Documentary            ,urdu
tt0482222,inteqam,2001.0,138 min,2.2,6,"Comedy, Crime            ",hindi
tt6841322,100 years of chrysostom,2018.0,-,8.2,6,"Documentary, Biography            ",malayalam
tt2271304,i was born in delhi,2011.0,93 min,3.7,7,Drama            ,hindi
tt3425186,taarak,2003.0,148 min,-,-,Romance            ,telugu
tt0451940,teen ekkey,1980.0,-,3.3,7,"Action, Comedy, Thriller            ",hindi
tt13311274,nattarangu,2014.0,-,-,-,Drama            ,malayalam
tt8785160,ishq na hove rabba,2018.0,106 min,3.3,10,Drama            ,punjabi
tt6352524,resham ghaat,2003.0,-,-,-,Drama            ,marathi
tt12580990,aik nayee cinderella,2000.0,-,-,-,Romance            ,urdu
tt1804545,kavirathana kalidas,1937.0,-,-,-,"Drama, History, Musical            ",tamil
tt3483646,bewakoofiyaan,2014.0,119 min,5.5,"3,902","Comedy, Drama, Romance            ",hindi
tt3885716,chakravarty vikramaditya,1964.0,-,-,-,Fantasy            ,hindi
-,pramukhar,2000.0,-,-,-,Thriller            ,malayalam
tt0187218,kumara sambhavam,1969.0,-,5.9,19,Music            ,malayalam
tt0259718,vichitra vivaham,1973.0,143 min,-,-,Drama            ,telugu
tt0045693,do bigha zamin,1953.0,131 min,8.4,"1,815",Drama            ,hindi
tt4897108,paraya pyar,2001.0,-,-,-,Thriller            ,hindi
tt1311074,maa iddari madhya,2006.0,118 min,-,-,Romance            ,telugu
tt0251927,patlache por,1951.0,-,-,-,-,marathi
tt3410080,brahmalokam to yamalokam via bhoolokam,2010.0,-,6.7,25,Comedy            ,telugu
tt3017218,shakaal,1994.0,-,5.8,11,Action            ,hindi
tt5219150,bokul,2015.0,100 min,7.2,20,Drama            ,assamese
tt0485922,keerthi chakra,2006.0,130 min,7.1,938,"Action, Drama, War            ",malayalam
-,half songs,2021.0,79 min,-,-,"Music, Romance            ",hindi
tt3099638,barfi,2013.0,105 min,6.6,134,"Comedy, Romance            ",kannada
tt6687734,shororipu,2016.0,106 min,6.4,34,"Crime, Thriller            ",bengali
tt0447257,little john,2001.0,126 min,5.1,199,"Action, Fantasy, Musical            ",tamil
tt1567349,jannat,1957.0,-,-,-,-,hindi
tt0252584,kalam marunnu,1955.0,-,-,-,-,malayalam
tt0277378,thaniniram,1973.0,-,-,-,-,malayalam
tt0213841,main aur mera bhai,1961.0,-,-,-,-,hindi
tt12970310,usman warsi: yeh mera dil,2000.0,-,-,-,"Short, Music            ",urdu
tt8860752,altctrldel,2020.0,-,-,-,Thriller            ,malayalam
tt6049268,beparoa,1995.0,-,-,-,Drama            ,bengali
tt14412694,shanti ne keli kranti,2002.0,-,-,-,Drama            ,marathi
tt1054636,pasakiligal,2006.0,150 min,4.6,16,Action            ,tamil
tt2344824,friday,2000.0,117 min,5.9,220,Family            ,malayalam
tt2679268,gupt gyan,1974.0,-,-,-,Drama            ,hindi
tt6804038,puthiya payanam,2017.0,-,8.7,51,Sport            ,tamil
tt9766160,damayanthi,2019.0,161 min,8.1,"1,116",Drama            ,kannada
tt0371909,raktha sambandhalu,1975.0,-,-,-,Musical            ,telugu
tt0260744,bhakta tulsidas,1947.0,-,-,-,-,tamil
tt0178184,aan milo sajna,1970.0,177 min,6.3,208,"Drama, Musical, Romance            ",hindi
tt0319697,kodai mazhai,1986.0,137 min,-,-,-,tamil
tt0176105,roti,1974.0,120 min,6.9,441,"Drama, Romance, Thriller            ",hindi
tt0265494,panthulamma,1977.0,-,-,-,Drama            ,telugu
tt12306846,hajari,2020.0,-,-,-,Drama            ,marathi
tt2626050,halaat,1990.0,-,-,-,Drama            ,hindi
tt0360224,yugandhar,1993.0,-,7.2,41,"Action, Crime, Drama            ",hindi
